rating,date,review
5.0,2026.01.06.,"경복궁777번째후기 달성축하합니다 ㅋㅋㅋㅋ
갈때마다 느낌이 새로운 경복궁이네요."
5.0,2025.12.27.,어린이는 무료라 재밌게놀았어요
5.0,2025.12.09.,여긴그냥 최고임
5.0,2025.11.21.,중국인들 제발 그만와... 멸공
5.0,2025.11.18.,우리나라 요즘 엄청 유명해지긴했나봐요. 주말에 외국인분들 예전보다 엄청 많아진거 같아요.
5.0,2025.11.17.,너무 아름답고 멋진 곳이나 마루에 앉아있고 신발 신고 올라가는 외국인들의 행동을 제지할 수 있는 인원은 없다는 점이 아쉬웠음 그래도 국가문화유산인데....
5.0,2025.11.15.,그녀와의추억이남아있는곳
5.0,2025.11.11.,"놀기 좋아요, 밤에 가면 야경도 굳"
5.0,2025.11.09.,아기다리고기다리던경복궁을 간다
5.0,2025.11.05.,"너무좋아용
역사와 문화가 고스란히 남아있는 것 같애요^^~"
3.0,2025.11.05.,산책하기 좋은데 그저 그럼
4.0,2025.10.29.,경회루 예약제에요
5.0,2025.10.25.,"입장료 좀 올리세요
외국인들한테 좀"
5.0,2025.10.24.,해설사님의 강의를 통해 놓치기 쉬운 비하인드 스토리를 함께 할 수 있어 너무 좋았어요
5.0,2025.10.12.,"King Palace, it’s very beautiful everybody must be go"
4.0,2025.10.11.,"웅장 그 자체  

사람이 많은게 함정"
5.0,2025.10.08.,늘 가고 싶은 곳
5.0,2025.08.28.,좋았습니다
5.0,2025.07.31.,서울에 오면 1번은 꼭 가야한다.
5.0,2025.06.29.,야간 개장할때 다녀오시면 환상입니다
3.0,2025.06.23.,역사적 가치는 좋은데 입장료를 무료로 풀면
5.0,2025.06.03.,언제 가더라도 항상 웅장하고 아름다운 곳
5.0,2025.05.28.,날좋은날 가면 이쁨
4.0,2025.05.21.,"제가 가장 좋아하는 경복궁의 모습은 다양한 나라의 방문객들이 사진을 찍으며 행복해하는 모습을 볼 수 있다는 점입니다. 더하여 한국에 남아있는 조선의 옛 모습을 간접적으로 체험할 수 있고, 이 곳이 주는 공간적•심미적 가치를 높이 평가하고 싶습니다.  접기"
5.0,2025.05.06.,"경복궁의 설계 시공자는 김사행입니다.  고려말기 공민왕 때부터 대형 공사의 주역이었지만, 공민왕 사후에는 왕의 측근이었다는 이유로 노비가 되는 우여곡절을 겪기도 했습니다.  조선 왕조가 들어서자 태조의 눈에 들어 경복궁 공사를 총괄했고, 내시 신분이었지만 개국공신으로까지 추대되었습니다. 다만 방석과 연결이 있어 방원(태조)이 주도한 왕자의 난 때 간신으로 몰려 죽었습니다. 처형 후 '조선 삼군부 건물에 잘린 그의 목이 걸렸다'는 기록이 조선왕조실록에 남아 있습니다. 이런 사연으로 인해  궁궐의 이름을 지었던 정도전의 업적만 남게 되어 그의 수고는 커녕 이름조차 널리 알려져 있지 않습니다.. 
자세한 내용:
https://cafe.daum.net/mj13h/QnS6/12432   R. 접기"
5.0,2025.04.28.,"아이들과 함께 하기 좋았어요
내부에서 체험참여도 가능하고 행사도 많으니 시간 가는지 모를정도로 볼거리가 많아요"
5.0,2025.04.15.,고궁느낌 지대로 나고 학생시절때 수학여행온 느낌나서 좋음
5.0,2025.04.15.,참아름답고  우리대한민국 역사의장소 이며 잘보존하고싶은곳 입니다.
3.0,2025.03.23.,행사같은 거 아에 아무것도 안할때는 그냥 딱히 재밌지 않음
5.0,2025.03.09.,경복궁은 지은것은 정도전의 노력입니다
4.0,2025.02.28.,"밥먹고 산책하고 외국인 구경하는 곳인가 싶네
한번쯤 다 가봤을텐데 눈 덮힌 겨울이 제일 이쁠거 같다
늘상 보던 모습이 평범해서 시즌별로 노려볼만"
5.0,2025.02.26.,GOOOOD
5.0,2025.02.25.,야간개장 ㄹㅈㄷ
5.0,2025.02.21.,갈 때마다 특변한 시간을 보내고 오는 장소입니다
5.0,2025.01.30.,한복 입는거 꿀잼이당
5.0,2025.01.13.,great palace with beautiful park
5.0,2024.12.25.,조선시대의 궁궐 중 하나로 임진왜란 때 불탄 경복궁을 흥선대원군이 재건하였지요
5.0,2024.12.09.,항상 좋은 관리환경
5.0,2024.11.29.,도심 내 최고
5.0,2024.11.25.,예쁨
5.0,2024.11.14.,정문반대담쪽 뒷담으로 나가는문이 있는데 나가시면 바로 청와대로 연결되어서 거기까지  돌아볼수 있어요
5.0,2024.11.06.,좋앙랏야ㅑㄹ터턋탸애ㅐ애ㅛ
5.0,2024.10.29.,"볼거리가 많고, 외국 친구와 함께 방문해도 좋다."
5.0,2024.09.29.,야간개장을 처음 다녀왔는데 너무 아름다운 추억이 되었다 언젠가 다시 방문하고 싶어지는 공간
5.0,2024.09.27.,"9/17 방문
사람이 너무 많았지만 오랜만에 경복궁 가니 좋앗ㅅ음
낮에 한번. 밤에 한번 갔는데 같은 장소 다른 느낌 굿
야간개장도 하는 것 같았는데. 다음에 가볼 수 있길 접기"
5.0,2024.09.07.,경치도 좋고 안에서 공연도 하고 한복 입으면 무료입장이라 좋아요. 가족 나들이 하기도 좋고 데이트 하기도 좋은 것 같아요. 옆에 있는 박물관도 재밌었어요.
4.0,2024.09.06.,"한번쯤 가볼만한 곳....
자주 갈곳은 아닌듯..."
5.0,2024.08.11.,우리나라에서 제일 아름다운 곳!
5.0,2024.08.09.,급진파 신진사대부 정도전이 건설의 총책임을 맡았던 경복궁
3.0,2024.08.02.,인스타용 아니면 가지마삼 볼거는 없고 ㄹㅇ 사진찍는용임 외국인들이 절반이었음
5.0,2024.07.16.,사람많지만 워낙넓고 개방감있어서 바람쐬기 좋아요 이쁜한복까지 빌려입고 즐겼어요 ㅎㅎ
5.0,2024.07.16.,멀리나가지 않고도 서울중심에 이렇게 아름다운곳이 있다니 참 좋아요
5.0,2024.07.07.,밤이 멋진! 아침또한 멋진! 감성이 풍부한 나의 마음속 보물
5.0,2024.06.29.,뷰와산책~~가끔씩다녀옴 고궁과능을좋아해서그런지 올때마다 마음과영혼이 구름위에서노니는거같음
5.0,2024.06.10.,멋지고 아름다운 우리 나라 궁궐인데 주말은 관광객이 너무 많고 더울 때는 그늘과 벤치가 부족해 돌아보기 힘드네요
1.0,2024.05.26.,○○○○
5.0,2024.05.26.,좋아요
5.0,2024.05.21.,단풍명소
5.0,2024.05.20.,우리나라의 궁전이고 웅장하다
5.0,2024.05.09.,나들이 벚꽃명소 굿!! 최고에요!!
5.0,2024.05.01.,경북궁이 이렇게 아름다운 곳인지 나이먹어서 알게됐네요. 사람들이 이렇게 많을 줄도 몰랐습니다;;;
5.0,2024.04.30.,두말하면 입아픈!! 언제나 종종 가는 곳
5.0,2024.03.23.,다시 가고 싶어요~~^^
4.0,2024.03.18.,갈때마다 좋네. 카페가 더 필요
5.0,2024.03.13.,나들이
5.0,2024.03.09.,한국 문화재 1등 설명끝
5.0,2024.03.08.,전통한복은 아니어도 예쁜 한복을 입은 사람들이 많아서 기분이 좋아진다
3.0,2024.03.01.,야경 굿
4.0,2024.03.01.,맛있고 분위기 좋고 아주 좋아요
5.0,2024.02.22.,한국의 멋이 느껴지는 멋있는 곳
5.0,2024.01.23.,"작년 가을, 아내와 딸과 함께 방문했었어요.
아내와 데이트할 때도 빌려 입지않았던 한복을 
부쩍 큰 딸이 입어봤네요~ㅎㅎ 이곳 저곳 거닐며 사진도 많이 찍고 두런두런 얘기도 하고 좋은 추억 만들고 온 곳이라 올해 봄이나 비슷한 시기에 또 방문할 예정입니다. 접기"
5.0,2024.01.23.,도심속에 있는 궁 가볼만 해요
5.0,2024.01.15.,우리나라 대표하는 경북궁 맨날와도 멋있는 곳
4.0,2024.01.13.,날씨더좋을때가기
5.0,2023.12.23.,풍경 예뻐요!
4.0,2023.12.15.,화장실은 냄새 좀 나요.. 한번쯤 구경하기 좋습니다
5.0,2023.12.14.,우리나라의 명실상부 랜드마크
5.0,2023.12.05.,조선시대의 풍경을 정말 잘 담아낸 것 같아요!
5.0,2023.11.30.,아주 조아요^^
5.0,2023.11.24.,여기는 언제와도 좋아
5.0,2023.11.19.,넘 좋네용
5.0,2023.11.09.,"여름방학 때 갔는데 여름말고 가을에 가세요.
너무 더운 것 빼곤 좋았어요."
5.0,2023.11.05.,한복입고 돌아다녔어요. 도서관못가서 아쉬워요 4시까지인줄 모르고.. 단풍명소 포토존 나들이 !!!
5.0,2023.10.31.,"밖에서 보는것 보다 훨신 넓었고, 단풍이 드니 전체적으로 예뻤다."
5.0,2023.10.15.,"자주 가는데 갈때마다 좋아요
아름답습니다"
5.0,2023.10.14.,"너무 예쁘고
다른 건물들도 다 복원되기를 바랍니다!"
5.0,2023.10.09.,우리나라 대표 역사를 상징하는 건물
5.0,2023.10.06.,포토존
5.0,2023.10.05.,우리나라 문화유산중에 최고인거 같아요
1.0,2023.10.03.,너무 사람이 많아요
4.0,2023.09.27.,한복입고 가면 즐거움 2배
5.0,2023.09.15.,꾸준히 인기있는 명소 중의 명소
5.0,2023.09.14.,"처음 가본 경복궁야간개장
설래는 마음으로 입장. 많이 어두운 건 그 시절의 느낌을 살린건지  궁금함.
수원화성 야간개장보다 많이 어두움."
4.0,2023.09.05.,말해무엇할까요 한창더울때가서 조카 한복입은 모습을 못본게 한이지요ㅜ
4.0,2023.08.14.,서울 구경 오면 무조건 와야하는 곳
5.0,2023.08.10.,서울구경오면 필수
5.0,2023.08.08.,말해서뭐해
5.0,2023.08.01.,"It’s no brainer! It’s a must visit place even if it’s crowded. Get into the spirit and rent a hanbok. I recommend stopping by a hanbok (Korean traditional outfit) place (many around/outside the palace) and rent a hanbok for 2 hours. Hanbok rental is more than the entry ticket price, however, entry fee is waved if wearing a hanbok = entry free. My family rented hanbok and made all our pictures super cool and fun. It’s an experience, so I highly encourage it. There are so many others walking around in hanbok, so you won’t be the only one.  접기"
5.0,2023.08.01.,우리네역사를 생각해볼수있는 하루엿씀니다
5.0,2023.07.31.,Fantastic!!
5.0,2023.07.29.,말이 필요 없죠~!~!
5.0,2023.07.23.,휴일에 좀 목상하고나 쉬러 가는것이 좋다.
5.0,2023.07.09.,"아.....내돈
태정태세문단세예성연중인명선광인효현숙영정순"
5.0,2023.07.03.,말 할 필요가 있나?
5.0,2023.07.01.,"일단 경치 레전드  심지어 밤되면 아예 폭발수준임
얘는 버스보다는 3호선 타고 가면 꿀 임
어쨌든 추천"
5.0,2023.06.29.,이거지
5.0,2023.06.16.,회사 점심 회식으로 자주 가는 곳
5.0,2023.06.05.,애들 좋아라고 특히 이든이 너무 좋았음
5.0,2023.05.31.,"낮은 낮대로, 밤은 밤대로 아름다운 조선의 대표적인 왕궁으로 외국인과 내국인 관광객이 모두 많은 곳입니다. 과거를 상상하며 걸으며 둘러보기 좋은 곳이에요."
5.0,2023.05.27.,조선의 명실상부한 정궁
5.0,2023.05.25.,우리나라의 최고의 궁~~~
5.0,2023.05.17.,여기에 조선 총독부가 있었데요
5.0,2023.05.12.,역시나 미워할 수 없는 경복궁
5.0,2023.05.05.,국뽕이 차오른다~~
5.0,2023.05.04.,포토존
5.0,2023.05.03.,최고!!
5.0,2023.05.03.,고궁박물관은 입장료 무료
5.0,2023.01.26.,고궁의 웅장함에 압도되는 기분
5.0,2023.01.02.,"창덕궁과는 다르게 더 옛날 모습과 근대의 느낌이 같이 공존하는 곳 같습니다.
광화문부터 일직선으로 배치되어있는 건물들이 멋있습니다. 뒤쪽에 경회루 경치도 멋지구요."
5.0,2022.12.22.,"조선의 법궁으로 5대궁궐 중 가장 웅장하고, 권위적으로 보이는 것이 인상적이다. 특히 경회루의 풍경은 매우 우수하다."
2.0,2022.10.08.,경복궁은 항상 가보고 싶던 곳이라 좋았어요 근데 매표소에서 제일 왼쪽에서 입장료 결제하는 여자분 때문에 들어가기전부터 기분이 안좋았네요 아기 있는건 깜빡하고 어른 인원수만 얘기했다가 바로 애기도 있다고 얘기했는데 인상쓰며 총인원수를 제대로 얘기하라며 짜증내더군요 많은 사람 대하느라 힘든것도 알겠고 친절은 바라지 않지만 짜증섞인 말투로 대하는건 아니지 않나요 접기
5.0,2022.09.26.,"임진왜란 소실. 
고종 흥선대원군 복원.
일제시대 훼손.
 접기"
5.0,2022.09.15.,경복궁 체험하기 날씨 좋아요^^
5.0,2022.07.29.,"굉장히 넓어서 놀랐습니다! 산책하기 딱 좋고, 야경은 더 예쁩니다!"
5.0,2022.07.22.,최고
1.0,2022.07.16.,"차 가져가지마세요 차가져가시려거든 근처 다른곳에 주차하세요
40분 줄서서 기다리다 들여보내줘서
들어갔는데 자리없더군요 
그렇게 자리없나 20분 헤매고있는중에 나중에 들어온 차 줄서기 잘해서 먼저 주차하는거보고 혈압올라서 그냥 나왔습니다 욕이 목구멍까지 차오르는데 
참겠습니다 접기"
5.0,2022.07.04.,언제나 좋다.야경이 더 좋네..
5.0,2022.06.14.,좋아요.
5.0,2022.05.11.,국뽕
5.0,2022.05.06.,경회루
5.0,2022.04.12.,국뽕에 차오름니다
5.0,2022.03.27.,좋아요
5.0,2022.03.19.,"별 1개 친일파, 친중파"
5.0,2022.03.14.,꽃피면 더 생각나는곳
5.0,2022.03.03.,경회루가 좋았어요
5.0,2022.01.02.,세번 네번 다섯번 들러도 항상 새롭고 우리나라만의 전통적인 매력을 뽐내주는 공간이네요. 한국 문화의 소중함을 깨닫게 해주는 궁궐
5.0,2021.12.18.,이뻐요 너무 데이트코스 짱 추천.
5.0,2021.11.21.,어릴때 와보고 다시 와보는데 정말 좋네요 야간개장했을때 경회루 정말 예뻐요
5.0,2021.10.03.,조와용 호호
5.0,2021.09.24.,우리 민족의 문화유산
5.0,2021.06.28.,너무나도 아름다운 우리의 문화유산
5.0,2021.06.01.,좋아요
5.0,2021.04.24.,대한민국 최고의 관광명소~~
5.0,2021.04.15.,좋아요
5.0,2021.02.25.,좋아요
4.0,2021.02.22.,경회루가 특히 아름답습니다!
5.0,2021.02.16.,경복궁 복원이 빨리 진행되길 기원합니다.
5.0,2021.02.15.,근정전 볼만함
5.0,2021.02.03.,최고
5.0,2021.01.27.,최고예요
5.0,2021.01.16.,무료개방 좋아여 광화문 거리 지나가다 심심하면 한 번씩 올 수 있네요
3.0,2021.01.15.,가볼만함
5.0,2021.01.12.,설명없는 별하나들 친일이지? ㅋ 들
1.0,2021.01.06.,"들어 가지 마시오란 문구만 기억에 많다. 어서와 한국은 처음이지의 스위스친구들처럼 모르는 물건들이 덩그러니. 설명도 없고 깨끗해서 청소 할 필요도 없는데 관리비는 어디 지출이 되는건지. 장급들을 없애고 행사를 많이 보여 주든가 휑한 건물만 들여다보고 재미가 없다. 디테일한 설명서든
(들어가세요! 해보세요!)가 많았으면 좋겠다. 영어 헤드셋, 한글헤드셋을 쓰고 장소마다 센서가 있어 가거나 보기만해도 설명이 자동으로 나왔으면 한다. 접기"
5.0,2020.12.13.,예쁘고 좋아요.
5.0,2020.12.02.,ɢᴏᴏᴅ
5.0,2020.08.16.,Really good place
5.0,2020.08.03.,너무  아름다워요
5.0,2020.08.03.,아름답다
5.0,2020.08.03.,궁이 아름답다
4.0,2020.08.03.,궁이 아름답다
4.0,2020.05.03.,사진찍기도 좋구요. 주변에 화장실이 없어서 경복궁 입장권 끊고 화장실 간적도 있습니다..
5.0,2020.02.21.,쵝오
5.0,2020.02.11.,자금성보다 훨씬 멋있고 아담한 맛이 있다
5.0,2020.01.25.,대한민국의 첫 궁궐은 아닙니다만;;
4.0,2019.11.10.,"한옥을 좋아하지만, 전쟁한번 못해보고 나라를 통째로 빼앗긴 왕조를 생각하면 어처구니가 없어서 별점 하나 깎음."
5.0,2019.09.01.,"갈 때마다 가슴 벅차고 좋아요.
광화문이 너무 이쁘네요"
5.0,2019.08.28.,우리의 문화는 이렇게 아름답다. 갈때마다 가슴 벅찬 기분. 사랑합니다.
5.0,2019.08.20.,킹갓 경복궁
5.0,2019.07.21.,좋아요
5.0,2019.05.16.,"지려따리 왕노름 서울 한양 도읍 도성 사대문 안에 살면 정말 부자인기라. 평생의 소원이지만 현실은 충북 청주시 서원구 사직2동 전세 1,700만 원 만 조 깠다이기일원론 주성치 저우싱츠냐 승츠비냐 18"
5.0,2018.12.26.,"박물관 전시회 다니는것을 좋아하합니다
아주 최고네요  ~"
4.0,2018.11.30.,그나마 관리가 좀 되는곳
5.0,2018.11.07.,"1. 광화문에서 근정전에 이르는 길이 일직선 상에 놓여있어 경직된 느낌을 주지만 나름대로의 근엄함을 유지함
2. 광화문과 경회루등을 비롯한 궁궐의 다양한 전각과 담들이 조화롭게 배치되어 있으며 조선의 아름다움을 볼 수 있어 좋음
3. 궁궐이 생각보다 넓어 전부 다 둘러보려면 꽤 시간이 걸리고 피곤할 수도 있기 때문에 꼭 들러봐야할 곳을 미리 정해놓으면 좋음 접기"
5.0,2018.07.29.,어릴때 온곳..
5.0,2018.06.16.,"A must visit place! Many great spots to see, and it's also near many attractions."
5.0,2018.06.11.,일본에는 없은 것이 있는 멋있는 왕궁!!
4.0,2018.01.14.,위대한 유산.
4.0,2016.06.23.,"야간개장할때
가고프네.."
5.0,2016.05.26.,대한민국  최초의  궁궐ㅋ
